"Molecule","Molecule name","Atom count","Bond count"
"COC(=O)[C@@H]([NH3+])[C@@H](C)O","ZINC000034924609",21,20
"COC(=O)[C@@H]([NH3+])CO","ZINC000019230192",18,17
"COC(=O)[C@@H]([NH3+])CCCNC(N)=O","ZINC000034770242",29,28
"COC(=O)[C@@H]([NH3+])Cn1cncn1","ZINC000039058825",23,23
"COC(=O)[C@@H]([NH3+])CCC(N)=O","ZINC000035529671",24,23
"COC(=O)[C@@H]([NH3+])[C@H](C)O","ZINC000034924608",21,20
"C1[NH2+]CC1c1nn[nH]n1","ZINC000095123030",17,18
"COC(=O)[C@@](C)([NH3+])CO","ZINC000034567298",21,20
"C[N@@H+]1CCNC[C@H]1CO","ZINC000034355659",24,24
"C[N@H+]1CCNC[C@H]1CO","ZINC000034355659",24,24
"C[N@@H+]1CCNC[C@@H]1CO","ZINC000034355657",24,24
"C[N@H+]1CCNC[C@@H]1CO","ZINC000034355657",24,24
"COC(=O)[C@H]([NH3+])[C@H](C)O","ZINC000034924610",21,20
"COC(=O)[C@H]([NH3+])CO","ZINC000019230193",18,17
"COC(=O)[C@H]([NH3+])CCCNC(N)=O","ZINC000034770241",29,28
"COC(=O)[C@H]([NH3+])Cn1cncn1","ZINC000039058824",23,23
"COC(=O)[C@H]([NH3+])[C@@H](C)O","ZINC000034924611",21,20
"COC(=O)[C@H]([NH3+])CCC(N)=O","ZINC000035529668",24,23
"C[C@]([NH3+])(C[NH3+])C(O)=O","ZINC000034732617",19,18
"COC(=O)[C@](C)([NH3+])CO","ZINC000034567295",21,20
"CC(C)NC(=O)[C@@H]([NH3+])CC(N)=O","ZINC000034770001",28,27
"CC(C)NC(=O)[C@H]([NH3+])CC(N)=O","ZINC000034769999",28,27
"CNC(=O)c1nc(C[NH3+])no1","ZINC000034924894",20,20
"NC(=[NH2+])N1CCNCC1","ZINC000002585910",22,22
"[NH3+][C@@H](CCNC(=[NH2+])NO)C(O)=O","ZINC000002244322",25,24
"NC(=O)CC[N@H+]1CCC[C@H]1C(N)=O","ZINC000002633258",29,29
"NC(=O)CC[N@H+]1CCC[C@@H]1C(N)=O","ZINC000007141247",29,29
"NC(=O)C[NH2+]CC(N)=O","ZINC000005725075",19,18
"NC(=O)C[NH2+][C@@H]1CC(=O)NC1=O","ZINC000102669220",22,22
"NC(=O)C[N@H+]1CCC[C@@H](C1)C(N)=O","ZINC000048582873",29,29
"NC(=O)CN1CC[NH+](CCO)CC1","ZINC000021953368",31,31
"NC(=O)C[N@H+]1CC[C@H](O)CC1","ZINC000034368832",26,26
"NC(=O)C[N@H+]1CCC[C@H](C1)C(N)=O","ZINC000048582877",29,29
"NC(=O)C[NH2+][C@H]1CC(=O)NC1=O","ZINC000036853408",22,22
"NC(=O)C[C@H]([NH3+])C(N)=O","ZINC000002047700",19,18
"NC(=O)N1CC[NH+](CCO)CC1","ZINC000026893316",28,28
"NC(=O)[C@@H]1CC(O)C[C@H]([NH2+]1)C(N)=O","ZINC000004350688",27,27
"NC(=O)[C@@H]1COCC[NH2+]1","ZINC000078724396",20,20
"NC(=O)[C@H]1CC(O)C[C@@H]([NH2+]1)C(N)=O","ZINC000000978445",27,27
"[NH3+][C@@H](c1cncnc1)C1(O)CNC1","ZINC000958527693",26,27
"[NH3+][C@H](c1cncnc1)C1(O)CNC1","ZINC000958527691",26,27
"NC(=O)[C@H]1COCC[NH2+]1","ZINC000078724394",20,20
"CN(C)C(=O)[C@H]([NH3+])CC(N)=O","ZINC000037481832",25,24
"CN(C)C(=O)[C@@H]([NH3+])CC(N)=O","ZINC000037481833",25,24
"[NH3+]CC(=O)N1CCNCC1","ZINC000002528759",24,24
"[NH3+]CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO","ZINC000031439207",26,25
"[NH3+]CCCN1CCN(CCO)CC1","ZINC000019365484",35,35
"[NH3+]CCCN(CCO)CCO","ZINC000001586448",30,29
"COC[C@@H]([NH3+])CN","ZINC000034426551",20,19
"C[NH+]1CCN(CC1)c1cnnc(=O)[nH]1","ZINC000019795409",28,29
"[NH3+]CCN1CCN(CCO)CC1","ZINC000019794280",32,32
"CC(C)[NH2+]C1(CNC1)C(N)=O","ZINC000038526275",27,27
"[NH3+]CCNCCO","ZINC000006021259",20,19
"[NH3+]CC[NH2+]CC(O)=O","ZINC000019366971",19,18
"[NH3+]CCNCCCO","ZINC000022028379",23,22
"Cn1nccc1[C@@H]([NH3+])C1(O)CNC1","ZINC000958528486",28,29
"Cn1nccc1[C@H]([NH3+])C1(O)CNC1","ZINC000958528487",28,29
"Nc1nc(cc(=O)[nH]1)N1CC[NH2+]CC1","ZINC000040457264",28,29
"[NH3+]CCNC(=O)c1ncn[nH]1","ZINC000002510912",21,21
"[NH3+]CCNC(=O)c1nc[nH]n1","ZINC000002510912",21,21
"[NH3+]CCNCCN1CCOCC1","ZINC000022591397",32,32
"C[N@H+]1CCN[C@@H](C1)C(N)=O","ZINC000038893055",24,24
"C[N@H+]1CCN[C@H](C1)C(N)=O","ZINC000038893056",24,24
"COC[C@H]([NH3+])CN","ZINC000034426550",20,19
"CN1CCNC[C@H]1C[NH3+]","ZINC000039095726",25,25
"CN1CCNC[C@@H]1C[NH3+]","ZINC000039095724",25,25
"[NH3+]CCc1nc(CO)n[nH]1","ZINC000000262697",21,21
"[NH3+]CCc1n[nH]c(CO)n1","ZINC000000262697",21,21
"NC[C@@H]([NH3+])CN1CCOCC1","ZINC000071788777",29,29
"[NH3+]C[C@@H]1C[N@]2CC[N@@]1CC2","ZINC000034751107",26,27
"NC[C@H]([NH3+])CN1CCOCC1","ZINC000071788824",29,29
"[NH3+]C[C@H]1C[N@]2CC[N@@]1CC2","ZINC000034751106",26,27
"Nc1cc[nH+]c(n1)N1CCNC(=O)C1","ZINC000163397746",26,27
"NC(=O)Cc1noc(C[NH3+])n1","ZINC000095095760",20,20
"NC(=O)c1nc(C[NH3+])no1","ZINC000033414678",17,17
"NC(=O)CNC(=O)c1nc(C[NH3+])no1","ZINC000034924900",24,24
"CNC(=O)CN1CC[NH+](C)CC1","ZINC000041363635",30,30
"CCNC(=O)C[NH2+]CC(=O)NCC","ZINC000035141992",31,30
"NNc1nc(N)nc[nH+]1","ZINC000022126365",16,16
"CC[NH2+]C1(CNC1)C(N)=O","ZINC000071788832",24,24
"CC(=O)N1CC[NH2+]C[C@H]1C(N)=O","ZINC000072343375",26,26
"CN(C)C(=O)[C@@H]1C[NH2+]CCN1C(C)=O","ZINC000072343389",32,32
"[NH3+][C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","ZINC000031539437",26,26
"N[C@@H]1[C@H]([NH3+])[C@H](O)O[C@H](CO)[C@@H]1O","ZINC000022581368",27,27
"[NH3+][C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@@H]1O","ZINC000044699278",26,26
"[NH3+][C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@@H]1O","ZINC000022059796",26,26
"N[C@@H]1[C@H]([NH3+])[C@H](O)O[C@H](CO)[C@H]1O","ZINC000022581378",27,27
"[NH3+][C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O","ZINC000013544123",26,26
"[NH3+][C@@H]1O[C@H](CO)[C@H](O)[C@@H](O)[C@H]1O","ZINC000101107523",26,26
"CC(=O)N1CC[NH2+]C[C@@H]1C(N)=O","ZINC000072343374",26,26
"CN(C)C(=O)[C@H]1C[NH2+]CCN1C(C)=O","ZINC000072343388",32,32
"N[C@@H]1C[C@H]([NH3+])[C@@H](O)[C@H](O)[C@H]1O","ZINC000100068225",26,26
"N[C@H]1C[C@@H]([NH3+])[C@H](O)[C@@H](O)[C@@H]1O","ZINC000100068225",26,26
"[NH3+][C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O","ZINC000020230848",26,26
"N[C@H]1[C@H]([NH3+])[C@H](O)O[C@H](CO)[C@@H]1O","ZINC000248091613",27,27
"CS(=O)(=O)N1CC[NH2+]CC1","ZINC000019230021",23,23
"CS(=O)(=O)Cc1nnc(C[NH3+])[nH]1","ZINC000061843808",23,23
"COC(=O)[C@@H]([NH3+])CCS(N)(=O)=O","ZINC000087722795",25,24
"COC(=O)[C@H]([NH3+])CCS(N)(=O)=O","ZINC000087722792",25,24
"Nc1nc(N)c(N)c(N)[nH+]1","ZINC000001511136",19,19
"Nc1nc(n[nH]1)N1CC[NH2+]CC1","ZINC000027650170",25,26
"O[C@H]1CC[N@H+]2C[C@H](O)[C@@H](O)[C@H](O)[C@@H]12","ZINC000003775177",29,30
"O[C@@H]1C[N@H+]2CCC[C@@H](O)[C@H]2[C@@H]1O","ZINC000003875042",28,29
"O[C@@H]1C[N@H+]2CCC[C@@H](O)[C@@H]2[C@@H]1O","ZINC000003875041",28,29
"O=C(N1CCNCC1)N1CC[NH2+]CC1","ZINC000034142277",33,34
"CCOC(=O)CN1CC[NH2+]CC1=O","ZINC000039115195",28,28
"C[NH+](C)[C@H]1CC(=O)NC1=O","ZINC000057218514",21,21
"O[C@H]1CC[N@H+]2C[C@@H](O)[C@@H](O)[C@H](O)[C@H]12","ZINC000005572699",29,30
"CCOC(=O)[C@@H]([NH3+])CO","ZINC000020230744",21,20
"CN(C)C(=O)[C@H]1C[N@@H+](C)CCN1","ZINC000060252232",30,30
"CN(C)C(=O)[C@H]1CN(C)CC[NH2+]1","ZINC000060252232",30,30
"CN(C)C(=O)[C@@H]1C[N@@H+](C)CCN1","ZINC000060252230",30,30
"CN(C)C(=O)[C@@H]1CN(C)CC[NH2+]1","ZINC000060252230",30,30
"CN(C)CC(=O)NCC[NH3+]","ZINC000040605537",26,25
"CCOC(=O)[C@H]([NH3+])CO","ZINC000020230747",21,20
"N[C@H]1[C@H]([NH3+])[C@H](O)O[C@H](CO)[C@H]1O","ZINC000202867471",27,27
"C[NH+]1CCN(CC1)[C@@H]1COC[C@@H]1O","ZINC000204914766",32,33
"C[NH+]1CCN(CC1)[C@@H]1COC[C@@H]1O","ZINC000204914766",32,33
"C[NH+]1CCN(CC1)[C@H]1COC[C@@H]1O","ZINC000204914779",32,33
"C[NH+]1CCN(CC1)[C@H]1COC[C@@H]1O","ZINC000204914779",32,33
"C[NH+]1CCN(CC1)[C@H]1COC[C@H]1O","ZINC000204914800",32,33
"C[NH+]1CCN(CC1)[C@H]1COC[C@H]1O","ZINC000204914800",32,33
"OCCN1CC[NH2+]CC1=O","ZINC000039433509",23,23
"O=C1CNC(=O)[C@H](Cc2c[nH+]c[nH]2)N1","ZINC000004899714",25,26
"O=C1CNC(=O)[C@@H]2C[NH2+]CCN12","ZINC000054956954",24,25
"O=C1CNC(=O)[C@H]2C[NH2+]CCN12","ZINC000054956955",24,25
"OC[C@@H](O)C[NH+]1CCOCC1","ZINC000019419121",27,27
"C[C@@H](O)CNCC[NH3+]","ZINC000084400884",23,22
"O=S1(=O)C[C@@H]2[NH2+]CCO[C@H]2C1","ZINC000019801145",23,24
"O=S1(=O)C[C@@H]2[NH2+]CCO[C@@H]2C1","ZINC000019801143",23,24
"O=S1(=O)C[C@H]2[NH2+]CCO[C@@H]2C1","ZINC000019801144",23,24
"C[C@@H](O)[C@@H](N)C[NH3+]","ZINC000097898280",20,19
"C[C@@H](O)[C@H]1C[NH2+]CCN1","ZINC000039095763",24,24
"C[C@@H](O)[C@H](N)C[NH3+]","ZINC000097100468",20,19
"OCC[N@H+]1CC[C@@H](O)[C@H](O)[C@H]1CO","ZINC000217660209",31,31
"O=S1(=O)C[C@H]2[NH2+]CCO[C@H]2C1","ZINC000019801146",23,24
"OCC[C@@H]1CNCC[NH2+]1","ZINC000022462358",24,24
"OCC[C@H]1CNCC[NH2+]1","ZINC000022462364",24,24
"C[NH+]1CCN(CC(O)O)CC1","ZINC000218888565",28,28
"CN1CC[NH+](CC(O)O)CC1","ZINC000218888565",28,28
"OC[C@H]1CNCC[NH2+]1","ZINC000026898369",21,21
"OCC[C@H]1C[N@H+]2C[C@@H](O)C[C@@H]2CN1","ZINC000238677972",32,33
"OCC[C@H]1CN2C[C@@H](O)C[C@@H]2C[NH2+]1","ZINC000238677972",32,33
"OCCN1CCN(CC1)[C@@H]1CC[NH2+]C1","ZINC000031994382",36,37
"OCCN1CCN(CC1)[C@H]1CC[NH2+]C1","ZINC000031994385",36,37
"O=S1(=O)C[C@H]2NCC[NH2+][C@H]2C1","ZINC000032496996",24,25
"OC[C@H](O)C[NH+]1CCOCC1","ZINC000019419123",27,27
"C[C@@]([NH3+])(C[NH3+])C(O)=O","ZINC000034732614",19,18
"O=C1CN[C@H](CN1)[C@H]1NCCC[NH2+]1","ZINC000669378776",30,31
"O=C1CN[C@H](CN1)[C@H]1CNC[NH2+]C1","ZINC000669379230",30,31
"O=C1CN[C@@H](CN1)[C@H]1CNC[NH2+]C1","ZINC000669379320",30,31
"O=C1CN[C@@H](CN1)[C@H]1NCCC[NH2+]1","ZINC000669378775",30,31
"C[C@@H](OC(=O)C[NH3+])[C@H]([NH3+])C(O)=O","ZINC000038202311",25,24
"C[N@H+]1CCN[C@H](CO)C1","ZINC000039077826",24,24
"C[N@H+]1CCN[C@@H](CO)C1","ZINC000039077819",24,24
"C[C@H](O)[C@@H]1C[N@H+]2C[C@H](O)C[C@H]2CN1","ZINC000072233271",32,33
"C[C@H](O)[C@@H]1C[N@H+]2C[C@H](O)C[C@@H]2CN1","ZINC000072233270",32,33
"CNC(=O)[C@H]1C[N@@H+](C)CCN1","ZINC000072343363",27,27
"CNC(=O)[C@H]1CN(C)CC[NH2+]1","ZINC000072343363",27,27
"CNC(=O)[C@@H]1C[N@@H+](C)CCN1","ZINC000072343362",27,27
"CNC(=O)[C@@H]1CN(C)CC[NH2+]1","ZINC000072343362",27,27
"O=C1C[C@@H](C[N@@H+]2CCNC(=O)C2)CN1","ZINC000390827688",30,31
"O=C1C[C@@H](C[N@H+]2CCNC(=O)C2)CN1","ZINC000390827688",30,31
"O=C1C[C@H](C[N@@H+]2CCNC(=O)C2)CN1","ZINC000390827689",30,31
"O=C1C[C@H](C[N@H+]2CCNC(=O)C2)CN1","ZINC000390827689",30,31
"O=S1(=O)CC[C@@H]2C[NH2+]CCN12","ZINC000075119100",24,25
"O=S1(=O)CC[C@H]2C[NH2+]CCN12","ZINC000075119097",24,25
"C[NH+]1CCN(CC1)NCCC(N)=O","ZINC000078506826",32,32
"C[C@@H]1C[NH2+][C@@H](CO)CN1","ZINC000062566232",24,24
"OCC[C@@H]1C[N@H+]2C[C@H](O)C[C@H]2CN1","ZINC000072233268",32,33
"OCC[C@@H]1CN2C[C@H](O)C[C@H]2C[NH2+]1","ZINC000072233268",32,33
"OCC[C@@H]1C[N@H+]2C[C@H](O)C[C@@H]2CN1","ZINC000072233269",32,33
"OCC[C@@H]1CN2C[C@H](O)C[C@@H]2C[NH2+]1","ZINC000072233269",32,33
"C[C@H](O)CNCC[NH3+]","ZINC000084400883",23,22
"C[NH+]1CCN(CC1)[C@@H]1CC(=O)NC1=O","ZINC000100903659",30,31
"OC[C@@H]1CNCC[NH2+]1","ZINC000089223213",21,21
"O[C@H]1CNCCC[NH2+]C1","ZINC000090715812",24,24
"C[C@H](O)[C@H](N)C[NH3+]","ZINC000097100467",20,19
"C[C@H](O)[C@@H](N)C[NH3+]","ZINC000097100469",20,19
"CS(=O)(=O)NC[C@H]1COCC[NH2+]1","ZINC000112952325",27,27
"CS(=O)(=O)NC[C@@H]1COCC[NH2+]1","ZINC000112952323",27,27
"CN1CC[NH+](CC1)[C@@H]1COC[C@H]1O","ZINC000104508112",32,33
"C[NH+]1CCN(CC1)[C@@H]1COC[C@H]1O","ZINC000104508112",32,33
"C[NH2+]Cc1nnc2C(=O)NCCn12","ZINC000585139461",25,26
"CN1CCn2c(C[NH3+])nnc2C1=O","ZINC000585139241",25,26
"C[NH+](C)CC(=O)N1CCC(=O)N1","ZINC000675070216",26,26
"OCC[N@H+]1CC[C@H](O)[C@@H](O)[C@@H]1CO","ZINC000307685851",31,31
"NC(=O)[C@H]1C[C@H](O)C[C@H]([NH2+]1)C(N)=O","ZINC000247752368",27,27
"C[NH+](C)[C@@H]1CC(=O)NC1=O","ZINC000100617237",21,21
"CN(C)C[C@]1(CO)COCC[NH2+]1","ZINC000585138779",31,31
"CN(C)C[C@@]1(CO)COCC[NH2+]1","ZINC000585138778",31,31
"C[NH+]1CCN(CC(N)=O)CC1","ZINC000023253654",27,27
"C[N@H+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO","ZINC000003795332",28,28
"CN1C[C@H]2C[N@@H+](C)C[C@@H](C1)C(=O)N2","ZINC000004656480",31,32
"C[NH+]1CCN(CC1)C(=O)C1C[NH2+]C1","ZINC000019686374",32,33
"C[NH2+]C[C@@H]1C[C@@H](O)C[NH2+]1","ZINC000085081200",25,25
"COC[C@@H]([NH3+])C1(O)C[NH2+]C1","ZINC000958528648",26,26
"COC[C@H]([NH3+])C1(O)C[NH2+]C1","ZINC000958528657",26,26
"C[NH+]1CCN(CC1)[C@H]1C[NH2+]C[C@@H]1O","ZINC000021953399",34,35
"C[NH+]1CCN(CC1)[C@H]1COC[C@@H]1[NH3+]","ZINC000029866061",34,35
"[NH3+]CC(=O)Nn1cnnc1C[NH3+]","ZINC000061957970",24,24
"COC(=O)[C@@H]([NH3+])CCC[NH+]=C(N)N","ZINC000031333846",31,30
"COC(=O)[C@H]([NH3+])CCC[NH+]=C(N)N","ZINC000002526291",31,30
"COC1(C[NH3+])C[NH2+]C1","ZINC000095743518",22,22
"[NH3+]CC[NH3+]","ZINC000037253587",14,13
"[NH3+]CCN1CC[NH2+]CC1=O","ZINC000034628354",25,25
"[NH3+]CC[NH2+]CCO","ZINC000006021259",21,20
"[NH3+]CC[NH2+]CCCO","ZINC000022028379",24,23
"[NH3+]CCNCCCNCC[NH3+]","ZINC000019364631",33,32
"[NH3+]CC[NH2+]CCN1CCOCC1","ZINC000022591397",33,33
"[NH3+]CCS(=O)(=O)N1CC[NH2+]CC1","ZINC000012363383",29,29
"[NH3+]C[C@@H]1C[NH2+]CCO1","ZINC000001296004",22,22
"[NH3+]C[C@H]1C[NH2+]CCO1","ZINC000004343734",22,22
"[NH3+][C@H]1COC[C@H]1[NH3+]","ZINC000034241159",19,19
"[NH3+][C@@]1(CO)CC[NH2+]C1","ZINC000107265537",22,22
"[NH3+][C@]1(CO)CC[NH2+]C1","ZINC000107265541",22,22
"C[NH+](C)CCN1CC[NH2+]CC1=O","ZINC000051666411",31,31
"C[C@@H](O)C[NH2+]CC[NH3+]","ZINC000084400884",24,23
"C[NH+]1CCN(C[C@]2(O)CC[NH2+]C2)CC1","ZINC000072344054",37,38
"C[NH+]1CCN(C[C@@]2(O)CC[NH2+]C2)CC1","ZINC000072344055",37,38
"C[NH+]1CCN(CC1)[C@@H]1C[NH2+]C[C@@H]1O","ZINC000082524049",34,35
"C[NH+]1CCN(CC1)[C@@H]1C[NH2+]C[C@H]1O","ZINC000082524050",34,35
"C[NH+]1CCN(CC1)[C@H]1C[NH2+]C[C@H]1O","ZINC000082524051",34,35
"C[C@H](O)C[NH2+]CC[NH3+]","ZINC000084400883",24,23
"C[NH2+]C1(CC[NH2+]CC1)C(N)=O","ZINC000001701832",28,28
"OC(=O)Cc1cc(=O)[nH][nH]c1=O","ZINC000001719011",16,16
"OC(=O)C(O)(O)C(O)=O","ZINC000001764577",11,10
"OC(=O)C(=O)COP(O)(O)O","ZINC000003869279",13,12
"OC(=O)C(=O)CS(O)(O)O","ZINC000004096823",12,11
"OC(=O)C[C@]1(O[C@@H]1C(O)=O)C(O)=O","ZINC000004028703",16,16
"OC(=O)CNc1n[nH]c(=O)[nH]c1=O","ZINC000003901843",17,17
"OC(=O)C[C@]1(O[C@H]1C(O)=O)C(O)=O","ZINC000004028701",16,16
"OC(=O)C[C@@]1(O[C@H]1C(O)=O)C(O)=O","ZINC000004028702",16,16
"OC(=O)C[C@@]1(O[C@@H]1C(O)=O)C(O)=O","ZINC000004028704",16,16
"CC(=O)NC1C(O)=NC(=O)N=C1O","ZINC000004825636",18,18
"OS(O)(O)c1n[nH]c(=O)[nH]c1=O","ZINC000005318614",13,13
"Oc1[nH]c(=O)nc2nc[nH]c12","ZINC000013517187",13,14
"OC(=O)c1nc(=O)[nH]c(=O)[nH]1","ZINC000013514753",12,12
"Nc1nc(C(O)=O)n(CC(O)=O)n1","ZINC000503600483",17,17
"Oc1cc(=O)[nH]c(NC#N)n1","ZINC000005133260",13,13
"NC(=O)CN(CC(O)=O)CC(O)=O","ZINC000002545127",21,20
"NC(=O)NC(C(O)=O)C(O)=O","ZINC000071773920",15,14
"NC(=O)Nc1c(O)nc(N)[nH]c1=O","ZINC000002525838",18,18
"NC(=O)N[C@@H](CC(O)=O)C(O)=O","ZINC000000895230",18,17
"NC(=O)N[C@@H](CCC(O)=O)C(O)=O","ZINC000001530283",21,20
"COC1C(O)=NC(=O)N=C1O","ZINC000118216881",15,15
"NN(CC(O)=O)CC(O)=O","ZINC000019167413",16,15
"NNc1nnc2c(nc(=O)[nH]c2=O)[nH]1","ZINC000005790513",17,18
"[NH3+][C@@H](CC(C(O)=O)C(O)=O)C(O)=O","ZINC000002004603",20,19
"[NH3+][C@@H](COP(O)(O)O)C(O)=O","ZINC000003869280",17,16
"OC(=O)Cn1c(=O)[nH][nH]c1=O","ZINC000165064861",14,14
"[NH3+][C@H](CC(C(O)=O)C(O)=O)C(O)=O","ZINC000002004604",20,19
"[NH3+][C@H](COP(O)(O)O)C(O)=O","ZINC000003869281",17,16
"CC(=O)NC(C(O)=O)C(O)=O","ZINC000034383966",16,15
"CC(=O)NS(=O)(=O)NC(C)=O","ZINC000001708258",17,16
"C[C@@H](OP(O)(O)O)[C@@H]([NH3+])C(O)=O","ZINC000001574933",20,19
"Nc1nnc(CCC(O)=O)c(=O)[nH]1","ZINC000005128987",19,19
"OC(=O)CCCn1c(=O)[nH][nH]c1=O","ZINC000167998035",20,20
"OCC(=O)COP(O)(O)O","ZINC000024492326",15,14
"OCC(CO)OP(O)(O)O","ZINC000003830897",17,16
"OS(O)(O)CCS(O)(O)O","ZINC000003812991",14,13
"C[C@@H](C(O)=O)C(=O)NCC(O)=O","ZINC000161559448",19,18
"OC(=O)CNC(=O)\C=C\C(O)=O","ZINC000002252007",17,16
"OC(=O)CN(CC(O)=O)N(=O)=O","ZINC000004336514",16,15
"OC(=O)CCn1c(=O)[nH][nH]c1=O","ZINC000075563178",17,17
"OC(=O)CN(CC(O)=O)CC(O)=O","ZINC000001849692",19,18
"OC(=O)CNC(=O)C(O)=O","ZINC000001534133",13,12
"OC(=O)CCc1n[nH]c(=O)[nH]c1=O","ZINC000003901823",18,18
"OC(=O)CNNCC(O)=O","ZINC000034539949",16,15
"OC(=O)CNC(=O)CC(O)=O","ZINC000045285524",16,15
"OC(=O)CNCP(O)(O)=O","ZINC000003872713",16,15
"O[C@H](CC(O)=O)C(O)=O","ZINC000000895264",13,12
"OC(=O)C[C@@H](C(O)=O)S(O)(O)O","ZINC000001850486",15,14
"OC(=O)CONC(=O)C(O)=O","ZINC000039058365",14,13
"O[C@H]([C@@H](CC(O)=O)C(O)=O)C(O)=O","ZINC000000895180",18,17
"O[C@@H]([C@@H](CC(O)=O)C(O)=O)C(O)=O","ZINC000000895176",18,17
"OC(=O)CS(=O)CC(O)=O","ZINC000002505902",14,13
"OC(=O)CS(O)(O)O","ZINC000004429660",10,9
"OC(=O)CS(=O)(=O)CC(O)=O","ZINC000001609553",15,14
"O[C@H]([C@H](CC(O)=O)C(O)=O)C(O)=O","ZINC000000895179",18,17
"O[C@@H]([C@H](CC(O)=O)C(O)=O)C(O)=O","ZINC000000895175",18,17
"OC(=O)C[C@H](C(O)=O)S(O)(O)O","ZINC000001850487",15,14
"O[C@@H](CC(O)=O)C(O)=O","ZINC000000895074",13,12
"OC(=O)Cc1n[nH]c(=O)[nH]1","ZINC000019089113",13,13
"OC(=O)Cn1nnc(=O)[nH]1","ZINC000004127029",12,12
"OC(=O)Cc1n[nH]c(=O)[nH]c1=O","ZINC000002473646",15,15
"OC(=O)Cn1[nH]c(=O)ccc1=O","ZINC000001848213",16,16
"OC(=O)Cn1ncc(=O)[nH]c1=O","ZINC000082720913",15,15
"OC(=O)Cc1nn[nH]n1","ZINC000005178980",11,11
"OC[C@@H](OP(O)(O)O)C(O)=O","ZINC000003869232",15,14
"O[C@@H](S[C@H](O)C(O)=O)C(O)=O","ZINC000031977147",15,14
"O[C@@H]([C@H](O)C(O)=O)C(O)=O","ZINC000000895296",14,13
"O[C@@H](CS(O)(O)O)C(O)=O","ZINC000004099158",14,13
"OC(=O)[C@@H]1O[C@H]1C(O)=O","ZINC000000901749",11,11
"O[C@H](COP(O)(O)O)C(O)=O","ZINC000003869934",15,14
"O[C@H]([C@@H](O)C(O)=O)C(O)=O","ZINC000000895301",14,13
"OC[C@H](OP(O)(O)O)C(O)=O","ZINC000003869231",15,14
"O[C@H](CS(O)(O)O)C(O)=O","ZINC000004099140",14,13
"OC(=O)[C@H]1O[C@H]1C(O)=O","ZINC000001675960",11,11
"OC(=O)[C@H]1O[C@@H]1C(O)=O","ZINC000001675961",11,11
"OC(=O)c1n[nH]c(=O)[nH]c1=O","ZINC000003131419",12,12
"C[C@@H](NC(=O)C(O)=O)C(O)=O","ZINC000013725515",16,15
"OC(=O)[C@H]1OC(=O)C[C@@]1(O)C(O)=O","ZINC000015115257",17,17
"OC([C@@H](O)C(O)=O)[C@@H](O)C(O)=O","ZINC000001564969",18,17
"O[C@@H]([C@H](O)C(O)=O)[C@@H](O)C(O)=O","ZINC000001564967",18,17
"OC([C@H](O)C(O)=O)[C@H](O)C(O)=O","ZINC000001564966",18,17
"NC(=O)N[C@H](CC(O)=O)C(O)=O","ZINC000001655440",18,17
"NC(=O)N[C@H](CCC(O)=O)C(O)=O","ZINC000002093008",21,20
"OS(O)(O)CS(O)(O)O","ZINC000045329225",11,10
"OS(O)(O)OS(O)(O)O","ZINC000242688075",9,8
"Oc1[nH]c(=O)[nH]c(=O)c1F","ZINC000039053781",11,11
"C[C@H](C(O)=O)C(=O)NCC(O)=O","ZINC000161559313",19,18
"O[C@H](S[C@@H](O)C(O)=O)C(O)=O","ZINC000006523841",15,14
"O[C@@H](S[C@@H](O)C(O)=O)C(O)=O","ZINC000006523840",15,14
"O[C@@H]([C@H](O)C(O)=O)[C@@H](O)C(O)=O","ZINC000101604212",18,17
"ON(S(O)(O)O)S(O)(O)O","ZINC000256090787",11,10
"[H][N](P(O)(O)O)=P(O)(O)O","ZINC000263621374",10,9
"OC(=O)CC(O)(CC(O)=O)C(O)=O","ZINC000000895081",18,17
"OC(C(O)=O)C(O)=O","ZINC000000901335",10,9
"OC(=O)C(=O)C(O)=O","ZINC000001532759",8,7
"C[C@H](NC(=O)C(O)=O)C(O)=O","ZINC000001534134",16,15
"C[C@H](OP(O)(O)O)[C@@H]([NH3+])C(O)=O","ZINC000001574932",20,19
"C[C@H](OP(O)(O)O)[C@H]([NH3+])C(O)=O","ZINC000001574931",20,19
"OC(=O)c1[nH]c(=O)[nH]c(=O)c1F","ZINC000001663959",13,13
"OC(=O)Cc1c[nH]c(=O)[nH]c1=O","ZINC000001678487",17,17
"Oc1c(O)c(=O)c1=O","ZINC000001714721",9,9
"OC(=O)[C@@H]1CS(=O)(=O)CC(=O)N1","ZINC000148007739",18,18
"OC1(O)C(=O)NC(=O)NC1=O","ZINC000001755999",14,14
"COC(=O)c1[nH]c(=O)[nH]c(=O)c1F","ZINC000001847070",17,17
"OC(=O)[C@H]1CS(=O)(=O)CC(=O)N1","ZINC000148007951",18,18
"Cc1nc2c(nc(N)[nH]c2=O)[nH]c1=O","ZINC000005503697",20,21
